handle,content,tweet_replies,tweet_retweets,tweets_favorites,published_date,user_description,total_status_counts,total_followers,total_favorites,total_friends,account_created,protected,verified,screenName,location,lang,id,listedCount,followRequestSent,no_of_hashtags,no_of_urls
Amys_SSGF,rt  julesglutenfree  everyone gets treats 4 halloween  vegan  gfree sugar cookies    recipe w  earth balance  amys ssgf,NA,NA,2,10/28/2011 1:40,"<f0><U+009F><U+0091><U+00BB>: amygreen_dotme
Dessert  lover. Baking obsessed. Oil crazed. Momma of 3 boys. Create the life you love.  
Email: amy@amygreen.me",15864,6004,0,852,5/19/2009 2:38,FALSE,FALSE,Amys_SSGF,Dallas,en,41036272,394,FALSE,3,1
andloveittoo,brittany from  realsustenance made  gfcf  vegan butterfingers   i am so trying these  ,1,1,1,10/14/2011 9:11,"Gluten Free, Dairy Free Living. Proving every day that you can have your cake AND LOVE IT, TOO!",7527,751,306,523,9/13/2010 0:01,FALSE,FALSE,andloveittoo,,en,190059672,53,FALSE,2,1
AndreaMcNinch,it s time to get healthy  here s how   aug 5 7    rawfood  vegan  health,1,3,1,7/30/2011 19:03,"An urban-hippie-chic #nutrition expert specializing in #guthealth who believes better #health isn't a science problem, it's an information problem!",6317,2666,7,1135,4/21/2009 1:32,FALSE,FALSE,AndreaMcNinch,,en,33756722,147,FALSE,3,1
anelysemw,to top off vancouver s  vegan shoe store   gotniceshoes  and bakery   edibleflours   we now have a vegan pizzeria  ,NA,5,1,5/13/2011 12:25,"Research and advocacy for food justice, migrant justice, agroecology and decent work. @F_Trudeau_F Scholar. @UofT PhD Candidate. <f0><U+009F><U+008D><U+008F>-powered singing cyclist.",5651,1978,11123,968,5/18/2009 7:30,FALSE,FALSE,anelysemw,Toronto. Sometimes BC/Alberta.,en,40832897,113,FALSE,1,1
Anhalt,photo   spicy buffalo seitan wraps with ranch  for dinner    thx  houseofveggies for the recipe   vegan,NA,1,1,2/5/2011 10:17,"The misadventures of a Chicago lovin' nerd, cyclist, boozehound, feminist, sassmouth, typo queen. Brewery manager at @offcolorbrewing. Opinions mine <f0><U+009F><U+0098><U+009D>",35801,3160,8531,2046,5/3/2007 15:25,FALSE,FALSE,Anhalt,"Hermosa, Chicago",en,5743202,191,FALSE,1,1
animalactionist,lifestream   from omnivore to vegan after watching a documentary on cow slaughter    transitions  vegan  compassion,NA,1,1,10/24/2011 13:41,Animal Actionist Ltd t/a Happy Hooves Farm Sanctuary is a non-profit charitable organization commited to farm animal rescue and general animal advocacy.,11032,1492,79,896,7/25/2009 16:49,FALSE,FALSE,animalactionist,Western Australia,en,60096330,189,FALSE,3,1
AnimalAid,us poll shows  vegan eating has doubled since 2009 ,1,13,1,12/12/2011 16:43,"Animal rights group campaigning against animal experiments, factory farming, wildlife culls & use of animals in sport. Go vegan and cruelty-free!",8680,83497,5801,7647,2/25/2009 7:17,FALSE,FALSE,AnimalAid,UK,en,21844990,1015,FALSE,1,1
AnimalAid,response to  why i am no longer a vegetarian   article in guardian  by the  vegan  co founder of  thisdishisveg ,NA,3,1,1/21/2011 15:23,"Animal rights group campaigning against animal experiments, factory farming, wildlife culls & use of animals in sport. Go vegan and cruelty-free!",8680,83497,5801,7647,2/25/2009 7:17,FALSE,FALSE,AnimalAid,UK,en,21844990,1015,FALSE,1,1
Animalforce,world s most badass  vegan burger  trust us  ,NA,1,1,12/26/2011 9:02,"Animal Advocate, Shark Conservationist, Animal liberationist, Human Rights, Vegan, Buddhist & Free Tibet Activist. Fearless EcoWarrior!",33375,4281,933,404,9/12/2009 5:19,FALSE,FALSE,Animalforce,Australia,en,73577680,205,FALSE,1,1
AnimalRightsCom,what book should be added to  me your favorite  animalrights    vegan  books    ,NA,3,2,6/10/2011 1:46,Follow what is happening on Animal Rights Community Online,2836,22876,8,1843,10/23/2009 13:36,FALSE,FALSE,AnimalRightsCom,Vegan Ville,en,84592338,657,FALSE,3,1
AnimalRightsCom,add your favorite vegan blog posts to this new  vegan directory   please retweet ,NA,9,NA,4/17/2011 1:51,Follow what is happening on Animal Rights Community Online,2836,22876,8,1843,10/23/2009 13:36,FALSE,FALSE,AnimalRightsCom,Vegan Ville,en,84592338,657,FALSE,1,1
AnimalRightsCom,talk about animal rights  be among vegans  discuss  debate and have fun     login and speak up   vegan,NA,5,1,6/27/2011 6:11,Follow what is happening on Animal Rights Community Online,2836,22876,8,1843,10/23/2009 13:36,FALSE,FALSE,AnimalRightsCom,Vegan Ville,en,84592338,657,FALSE,1,1
AnimalRightsCom,i am vegan because it s possible  why systematically  ab use other animals if not a necessity   veganreasons  iamvegan  vegan and you ,NA,4,2,5/8/2011 2:19,Follow what is happening on Animal Rights Community Online,2836,22876,8,1843,10/23/2009 13:36,FALSE,FALSE,AnimalRightsCom,Vegan Ville,en,84592338,657,FALSE,3,0
AniPhyo,check out my  7 tips for keeping healthy during our holidays   enjoy     rawfood  holiday  tips  vegan,NA,NA,NA,12/8/2011 22:53,"Best-Selling Author, Wellness Lover, Champion Athlete, Business Consultant",4163,22085,3,158,10/26/2008 2:32,FALSE,FALSE,AniPhyo,"los angeles, ca",en,16974981,550,FALSE,4,1
AniPhyo,reposting  incase you missed this   my 7 healthy holiday tips   enjoy   rawfood  tips  holiday  vegan  health ,NA,2,1,12/21/2011 0:02,"Best-Selling Author, Wellness Lover, Champion Athlete, Business Consultant",4163,22085,3,158,10/26/2008 2:32,FALSE,FALSE,AniPhyo,"los angeles, ca",en,16974981,550,FALSE,5,1
AniPhyo, look for qrcode in nov issue of  vegtimes to watch my chiffonade video on vt microsite   1st of 4 videos i shot   vegan,NA,1,1,10/19/2011 22:33,"Best-Selling Author, Wellness Lover, Champion Athlete, Business Consultant",4163,22085,3,158,10/26/2008 2:32,FALSE,FALSE,AniPhyo,"los angeles, ca",en,16974981,550,FALSE,1,1
AniPhyo,incase you missed this  check out my  7 tips for keeping healthy during our  holidays   enjoy   xo   rawfood  vegan,1,4,NA,12/10/2011 7:10,"Best-Selling Author, Wellness Lover, Champion Athlete, Business Consultant",4163,22085,3,158,10/26/2008 2:32,FALSE,FALSE,AniPhyo,"los angeles, ca",en,16974981,550,FALSE,3,1
AniPhyo,happy  fur free friday   fur  come on  it s 2011  the fakes look and feel real  get your act together  beverlyhills  that s shameful   vegan,1,7,NA,11/26/2011 6:55,"Best-Selling Author, Wellness Lover, Champion Athlete, Business Consultant",4163,22085,3,158,10/26/2008 2:32,FALSE,FALSE,AniPhyo,"los angeles, ca",en,16974981,550,FALSE,4,0
AniPhyo,collard greens make the best wrappers  watch  vegtimes   vegan  vegetarian  howto  recipe  rawfood,NA,3,NA,12/6/2011 23:25,"Best-Selling Author, Wellness Lover, Champion Athlete, Business Consultant",4163,22085,3,158,10/26/2008 2:32,FALSE,FALSE,AniPhyo,"los angeles, ca",en,16974981,550,FALSE,5,1
AnmlRightsStuff,raising     for animals  donating 20  profit for  ourhenhouse from purchases w  promo  our hen house    pls rt  vegan,NA,2,1,9/8/2011 22:40,We make stuff for people who speak out for animals!,302,385,0,285,8/24/2011 17:57,FALSE,FALSE,AnmlRightsStuff,,en,361375749,12,FALSE,1,1
anoncitizenhere,i look fwd to a time when non human animals are no longer slaves for human animals  when we only use what we need   not what we want  vegan,NA,5,NA,3/20/2011 1:52,"Abolitionist Vegan, pro-life, drug-free, pansexual, anti religion/police/monarchy/war etc. I'll NEVER conform! Love spending time with close family/friends <U+2665>",82223,3449,14204,2111,2/24/2009 11:19,FALSE,FALSE,anoncitizenhere,London,en,21745651,232,FALSE,1,0
anoncitizenhere,if anyones confused  welfarism   aims to regulate the slavery of animals   abolitionism   aims to abolish animal slavery altogether  vegan,NA,4,NA,6/29/2011 21:59,"Abolitionist Vegan, pro-life, drug-free, pansexual, anti religion/police/monarchy/war etc. I'll NEVER conform! Love spending time with close family/friends <U+2665>",82223,3449,14204,2111,2/24/2009 11:19,FALSE,FALSE,anoncitizenhere,London,en,21745651,232,FALSE,1,0
AntoniaZ,the how to guide to going  vegan   help   macleans ca   health  food  animalcruelty,NA,2,1,12/2/2011 8:51,@CBCnews & @TorontoStar vet. Plant Eater. Planet Hugger.  Burns under Twitter bridges. Tweets R-rated for (im)mature content. https://t.co/u8E4nBe20q,68751,15039,409,8801,11/9/2007 2:05,FALSE,TRUE,AntoniaZ,"43.698° N, 79.352° W",en,10085872,990,FALSE,4,1
ApiecalypseNow,free shipping on your first order from my store until the end of september  enter foodfair2011 at checkout  get some marshmallows   vegan  3,NA,5,NA,9/14/2011 21:59,"Jen, owner of Apiecalypse Now! Vegan 735 Bloor Street W @pizzapiecalypse for shop updates! this is for Jen crap. she/her. The Original Rejection Artist <f0><U+009F><U+008F><U+00B4><f0><U+009F><U+0090><U+0080><f0><U+009F><U+008F><U+00B4>",7429,2740,7229,1610,12/8/2010 2:01,FALSE,FALSE,ApiecalypseNow,"Toronto, Ontario",en,224064036,76,FALSE,1,0
arbonne, arbonneessentials is certified vegan   hispanicinitiative  vegan ,NA,6,1,3/27/2011 0:59,"Tweeting you beauty, health and prosperity from your favorite #vegan health and wellness brand.",9745,42051,1429,1743,6/5/2009 18:27,FALSE,FALSE,arbonne,"Irvine, California",en,44958460,368,FALSE,3,1
arbonne, review   arbonne  cosmetics included in a  huffingtonpost article on  vegan  makeup  ,NA,20,NA,9/28/2011 22:28,"Tweeting you beauty, health and prosperity from your favorite #vegan health and wellness brand.",9745,42051,1429,1743,6/5/2009 18:27,FALSE,FALSE,arbonne,"Irvine, California",en,44958460,368,FALSE,4,1
ARdeshane,mt  veganvagrant  rt this   let s get a  vegan tweet chant going 4  seabirdstruck every  greatfoodtruckrace episode sea birds  sea birds   ,NA,4,NA,8/22/2011 11:02,Animal Rights-minded since 2009,422,193,133,560,6/10/2011 13:01,FALSE,FALSE,ARdeshane,"Raleigh/Durham, NC",en,314554793,6,FALSE,2,0
ariannahuff,lunch today at real food daily with tim and  biz was delicious     vegan was biz s choice ,NA,7,5,2/9/2011 7:41,Mother. Sister. @HuffPost Founder. Founder & CEO of @Thrive Global whose mission is to end the stress and burnout epidemic. https://t.co/XBvEJVjxA0,39611,2971208,2029,2715,2/26/2009 6:25,FALSE,TRUE,ariannahuff,,en,21982720,28617,FALSE,1,0
artinliverpool,veggie roadshow coming to liverpool in november   vegan  liverpool,NA,8,1,9/14/2011 16:34,"Liverpool's Favourite Independent Art portal website/resource since 2004 - what's on, news & reviews, jobs, calls, classes and so much more.",37342,31446,13275,5922,2/2/2009 21:00,FALSE,FALSE,artinliverpool,Liverpool,en,19931849,670,FALSE,2,1
Ash_Palmer, anything you can do  i can do  vegan   absolutely love this  cnn article by  chloecoscarelli   ,2,33,22,10/18/2011 4:08,,2999,675,382,758,5/5/2010 21:06,FALSE,FALSE,Ash_Palmer,"Florida, USA",en,140568168,23,FALSE,1,1
Ash_Palmer, vegan pizza and chop chop salad at hard times in silverlake  ,NA,7,4,8/5/2011 0:54,,2999,675,382,758,5/5/2010 21:06,FALSE,FALSE,Ash_Palmer,"Florida, USA",en,140568168,23,FALSE,1,1
Ash_Palmer, vegan orange chicken ,5,13,5,12/13/2011 8:52,,2999,675,382,758,5/5/2010 21:06,FALSE,FALSE,Ash_Palmer,"Florida, USA",en,140568168,23,FALSE,1,1
Ash_Palmer,seriously  who wants to drink egg yolk   wtf  stick with  vegan nog to avoid cruelty  calories  and cholesterol  ,5,33,2,12/16/2011 0:07,,2999,675,382,758,5/5/2010 21:06,FALSE,FALSE,Ash_Palmer,"Florida, USA",en,140568168,23,FALSE,1,1
Ash_Palmer,the finished product  recipe coming soon      vegan pumpkin donuts  ,3,11,4,10/21/2011 23:13,,2999,675,382,758,5/5/2010 21:06,FALSE,FALSE,Ash_Palmer,"Florida, USA",en,140568168,23,FALSE,1,1
Ash_Palmer,2 500 gallons of h2o are used 2 produce 1lb of meat    yet nearly 1billion ppl don t have access 2 clean drinking water  outraged  go  vegan,5,119,5,10/20/2011 21:29,,2999,675,382,758,5/5/2010 21:06,FALSE,FALSE,Ash_Palmer,"Florida, USA",en,140568168,23,FALSE,1,0
Ash_Palmer,lunch  open faced  vegan quesadilla featuring pepperjack  daiyacheese and homemade guac  ,1,6,2,10/13/2011 0:48,,2999,675,382,758,5/5/2010 21:06,FALSE,FALSE,Ash_Palmer,"Florida, USA",en,140568168,23,FALSE,1,1
Ash_Palmer, 16 billion animals are killed for food each year  if this upsets u  consider going  vegan 1day wk  every meal counts  ,3,127,4,9/28/2011 23:17,,2999,675,382,758,5/5/2010 21:06,FALSE,FALSE,Ash_Palmer,"Florida, USA",en,140568168,23,FALSE,1,1
Ash_Palmer, vegan big mac  what   ,7,29,5,10/22/2011 1:16,,2999,675,382,758,5/5/2010 21:06,FALSE,FALSE,Ash_Palmer,"Florida, USA",en,140568168,23,FALSE,1,1
Ash_Palmer,i m obsessed with this kale salad    vegan  lunch,NA,1,4,5/18/2011 1:46,,2999,675,382,758,5/5/2010 21:06,FALSE,FALSE,Ash_Palmer,"Florida, USA",en,140568168,23,FALSE,2,1
Ash_Palmer,this week s  peta  fashionfriday  polyvore set features a compassionate earth day message  go green  go  vegan  ,NA,8,NA,4/22/2011 23:36,,2999,675,382,758,5/5/2010 21:06,FALSE,FALSE,Ash_Palmer,"Florida, USA",en,140568168,23,FALSE,2,1
Atkins2Vegan,day 74  what i suggested to a friend  share with friends who are  resolving to go  vegan in  2012 ,NA,2,NA,12/30/2011 19:45,"Ahoy! Welcome to the home of Jason and the Veganauts, a blog for vegans, near-vegans, #plantbased dieters and eco-vegs on a quest for the #vegan golden fleece.",2818,3530,323,1922,11/4/2011 18:31,FALSE,FALSE,Atkins2Vegan,"Sunny, Florida",en,405008965,90,FALSE,3,1
Autumnchild68,vegan for life      veganproud  vegan,NA,6,1,3/7/2011 3:01,Virgo With Libra Rising. INFJ. Gratitude + Karma Is The Path. Obsessed With Interior Design. Impressed By Humility. Democrat. Resisting 45 Everyday. <U+262E><U+262F><U+FE0F><f0><U+009F><U+008C><U+008A>,36026,1109,15276,937,9/4/2009 22:00,FALSE,FALSE,Autumnchild68,Detroit to Las Vegas,en,71651549,64,FALSE,2,0
AuxVivres,the ever popular topic of  vegan protein   how to eat safely  ,NA,1,NA,9/5/2011 23:45,"Le premier restaurant vegan de Montréal depuis 1997.   

Montreal's first vegan restaurant since 1997.",3307,2498,18,832,9/23/2010 18:56,FALSE,FALSE,AuxVivres,"Montréal, Canada",fr,194229331,86,FALSE,1,1
baisebeige,love  pets  check out and like the  vegan petman s new fb page   win a  250 certificate to big apple pet supply      ad,NA,1,NA,6/21/2011 2:55,"Scholar, Fashion Artist, and Sustainable Lifestyle Advocate! Shop at https://t.co/S2tcBGF4rz",29922,9705,10975,2832,6/8/2010 21:46,FALSE,FALSE,baisebeige,"Woodruff Place, Indianapolis",en,153559103,275,FALSE,2,1
BakeSewGrow, vegansaurus   check out  choccoveredkt  s  vegan bake sale to raise money for japan   please rt to help spread the word ,NA,4,1,4/2/2011 0:52,"Love baking, sewing, growing and documenting it all for my blog! :)",98,9,3,49,3/17/2009 7:13,FALSE,FALSE,BakeSewGrow,England,en,24852616,0,FALSE,1,1
bamco,at t named no  1  vegan ballpark by  peta   bamco s food  may  have something to do with that  ,NA,4,NA,5/24/2011 20:40,"Food service for a sustainable future: Operating 1,000+ cafés in 33 states. Farm to Fork (1999), sustainable seafood (2002), cage-free eggs (2005), & much more!",6067,7331,574,1165,9/11/2008 21:15,FALSE,FALSE,bamco,"Palo Alto, CA",en,16247880,278,FALSE,1,1
Barbi_Twins,while supporting my  troops by writing   wishing well found  vegan  soldier who joins groups against  animalcruelty   sot  dustydiamond,1,6,1,12/18/2011 3:51,ex-Playboy celebs/Vegan Book Authors/Eco Films/HOST @LATalkradio-@CaptPaulWatson EDITOR @OriginMagazine-Mrs @KenWahl1,53578,32922,133009,17050,9/17/2009 22:45,FALSE,TRUE,Barbi_Twins,"Malibu, CA",en,75136876,1093,FALSE,6,0
Barbi_Twins, feed the models our 2nd  book focuses on  raw  vegan b c ur physical  fitness   byproduct of bein  healthy not ur goalpic twitter com 1stqp5gk,1,2,1,12/11/2011 12:06,ex-Playboy celebs/Vegan Book Authors/Eco Films/HOST @LATalkradio-@CaptPaulWatson EDITOR @OriginMagazine-Mrs @KenWahl1,53578,32922,133009,17050,9/17/2009 22:45,FALSE,TRUE,Barbi_Twins,"Malibu, CA",en,75136876,1093,FALSE,5,0
Barbi_Twins,barbi twins book on eating  rawvegan   health    fitness   all proceeds go to  animal  charities  raw  vegan  plantdietpic twitter com 1pndvnj8,1,3,1,10/31/2011 7:40,ex-Playboy celebs/Vegan Book Authors/Eco Films/HOST @LATalkradio-@CaptPaulWatson EDITOR @OriginMagazine-Mrs @KenWahl1,53578,32922,133009,17050,9/17/2009 22:45,FALSE,TRUE,Barbi_Twins,"Malibu, CA",en,75136876,1093,FALSE,8,0
Barbi_Twins,this article really gets us    animalactivists  rescue  vegan pic twitter com tru2pcm0,2,7,2,12/2/2011 11:16,ex-Playboy celebs/Vegan Book Authors/Eco Films/HOST @LATalkradio-@CaptPaulWatson EDITOR @OriginMagazine-Mrs @KenWahl1,53578,32922,133009,17050,9/17/2009 22:45,FALSE,TRUE,Barbi_Twins,"Malibu, CA",en,75136876,1093,FALSE,3,1
Barbi_Twins,how sad something so simple  one little word could help out this whole  animal mess   vegan   try eatin the tomato ur throwing at me   ,NA,7,1,12/4/2011 10:57,ex-Playboy celebs/Vegan Book Authors/Eco Films/HOST @LATalkradio-@CaptPaulWatson EDITOR @OriginMagazine-Mrs @KenWahl1,53578,32922,133009,17050,9/17/2009 22:45,FALSE,TRUE,Barbi_Twins,"Malibu, CA",en,75136876,1093,FALSE,2,0
Barbi_Twins,right when i thought we were goin towards  vegan    vegetarian thinkin   obama puts blackbeauty  flicka  sliver   mred on the dinner table ,NA,9,NA,12/2/2011 7:04,ex-Playboy celebs/Vegan Book Authors/Eco Films/HOST @LATalkradio-@CaptPaulWatson EDITOR @OriginMagazine-Mrs @KenWahl1,53578,32922,133009,17050,9/17/2009 22:45,FALSE,TRUE,Barbi_Twins,"Malibu, CA",en,75136876,1093,FALSE,3,0
Barbi_Twins, flesh eating is unprovoked murder   benjamin franklin  famousquotes  vegan  rawvegan  vegetarian,NA,4,1,11/11/2011 1:08,ex-Playboy celebs/Vegan Book Authors/Eco Films/HOST @LATalkradio-@CaptPaulWatson EDITOR @OriginMagazine-Mrs @KenWahl1,53578,32922,133009,17050,9/17/2009 22:45,FALSE,TRUE,Barbi_Twins,"Malibu, CA",en,75136876,1093,FALSE,4,0
bayareabites,organic vegan mexican restaurant gracias madre has cookbook in the works   vegan,NA,2,5,5/3/2011 4:44,"@kqed's official food blog, covering recipes, local happenings and more!",25016,73406,452,9156,9/20/2008 18:07,FALSE,FALSE,bayareabites,"San Francisco, CA, USA",en,16380111,2232,FALSE,1,1
be_veganlicious,vegeria  san antonio s first vegan tex mex  american cuisine restaurant opens    vegan  vegeria,NA,2,3,8/4/2011 8:20,Vegan. Animal Lover. Foodie.,9792,5732,103,5162,2/19/2011 3:28,FALSE,FALSE,be_veganlicious,San Francisco,en,254348951,214,FALSE,2,1
be_veganlicious,who needs cheese  five vegan pizzas that will fill you up  gothamist   vegan,NA,1,1,11/9/2011 11:11,Vegan. Animal Lover. Foodie.,9792,5732,103,5162,2/19/2011 3:28,FALSE,FALSE,be_veganlicious,San Francisco,en,254348951,214,FALSE,1,1
be_veganlicious,black bean  edamame  corn and quinoa salad   vegan  veganrecipes,NA,2,2,4/17/2011 22:46,Vegan. Animal Lover. Foodie.,9792,5732,103,5162,2/19/2011 3:28,FALSE,FALSE,be_veganlicious,San Francisco,en,254348951,214,FALSE,2,1
be_veganlicious,7 healthy things you can do in less than a minute    vegan,NA,2,1,6/20/2011 7:17,Vegan. Animal Lover. Foodie.,9792,5732,103,5162,2/19/2011 3:28,FALSE,FALSE,be_veganlicious,San Francisco,en,254348951,214,FALSE,1,1
